LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	4	DSilHand_A_DSilHand_A02Hi__00011A67_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_4.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	I went to Whiterun, to seek information. But some people started to act strangely towards me.	Puzzled 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	5	DSilHand_A_DSilHand_A02Hi__00011A67_5	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_5.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	In the next day a strong guy punched me in the face, and summoned me to leave the city in twenty-four hours if I wanted to stay alive.	Anger 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	6	DSilHand_A_DSilHand_A02Hi__00011A67_6	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_6.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	I tried to talk with the guards, but it was useless. 	Sad 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	7	DSilHand_A_DSilHand_A02Hi__00011A67_7	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_7.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	On the same day I was heading back to Vallenwod.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	8	DSilHand_A_DSilHand_A02Hi__00011A67_8	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_8.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	When I was outside the city, a farmer came toward me and told me where I should go to meet the Werewolf Hunters.	Happy 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	9	DSilHand_A_DSilHand_A02Hi__00011A67_9	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_9.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	I joined and I'm here since then. Later I discovered that the farmer was Irrokas, our spy. 	Happy 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_A02LoreDialogs	DSilHand_A02_Hillara	Topic	PlayerDialogue	Custom	DSilHand_A02Hi_Topic01	FormID 02011A67	10	DSilHand_A_DSilHand_A02Hi__00011A67_10	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_A_DSilHand_A02Hi__00011A67_10.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	And as you can imagine, the guy that attacked me was a Companion. 	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	1	DSilHand_A_DSilHand_A02Ku__00011A68_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_1.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	It happened many years ago when I was still a young Orc.	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	2	DSilHand_A_DSilHand_A02Ku__00011A68_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_2.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	Before living here on Gallows Rock I used to live in an Orc stronghold in Hammerfell, close to Falkreath.	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	3	DSilHand_A_DSilHand_A02Ku__00011A68_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_3.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	It was there where I learned about smiting and forging. 	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	4	DSilHand_A_DSilHand_A02Ku__00011A68_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_4.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	We Orcs have been forging iron, steel, and orichalcum for millennia. 	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	5	DSilHand_A_DSilHand_A02Ku__00011A68_5	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_5.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	But our stronghold was above a Silver Mine. And some few miles away there was an ancient Dwammer ruin.	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	6	DSilHand_A_DSilHand_A02Ku__00011A68_6	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_6.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	As you can imagine, I had the opportunity to experiment a lot with these materials before coming here.	Happy 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	7	DSilHand_A_DSilHand_A02Ku__00011A68_7	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_7.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	One day I decided to challenge the stronghold leadership, and lost the fight.	Sad 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	8	DSilHand_A_DSilHand_A02Ku__00011A68_8	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_8.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	I was lucky to escape alive. I was afraid, and hide in a cave.	Neutral 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	9	DSilHand_A_DSilHand_A02Ku__00011A68_9	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_9.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	I thought it was a safe place, but I was wrong. A wild werewolf appeared and came after me.	Fear 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	10	DSilHand_A_DSilHand_A02Ku__00011A68_10	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_10.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	I was injured and could not fight. I thought that was the end for me.	Sad 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	11	DSilHand_A_DSilHand_A02Ku__00011A68_11	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_11.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	But suddenly Krev and Fjol appeared and killed the beast.	Happy 50			
FFFFFFFF	DSilHand_KurdakGolpbu	DSilHand_KurdakGolpbu	GetIsID == 1	OrcRace	MaleOrc	DSilHand_A02LoreDialogs	DSilHand_A02_Kurdak	Topic	PlayerDialogue	Custom	DSilHand_A02Ku_Topic01	FormID 02011A68	12	DSilHand_A_DSilHand_A02Ku__00011A68_12	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_A_DSilHand_A02Ku__00011A68_12.xwm	File Not Found		How did you join the Silver Hands?	How did you join the Silver Hands?	My life had gained a new purpose. Joined the Silver Hands and I'm helping with the forge since then.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	1	DSilHand_A_DSilHand_A02Fj__00011A69_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_1.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	Yes, of course.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	2	DSilHand_A_DSilHand_A02Fj__00011A69_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_2.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	A long time ago... Krev and I were Companions. We were almost like twin brothers, we were inseparable in the battles.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	3	DSilHand_A_DSilHand_A02Fj__00011A69_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_3.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	But one day... We both were invited to ascend to the circle.	Anger 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	4	DSilHand_A_DSilHand_A02Fj__00011A69_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_4.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	Fortunately, Krev noticed what the circle was about, and we fled before being forced to drink the cursed wolf's blood.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	5	DSilHand_A_DSilHand_A02Fj__00011A69_5	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_5.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	We fled from Whiterun, and sometime later we discovered about the Silver Hands.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	6	DSilHand_A_DSilHand_A02Fj__00011A69_6	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_6.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	They didn't know but when Krev was a little kid, his mother was murdered by a werewolf...	Sad 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	7	DSilHand_A_DSilHand_A02Fj__00011A69_7	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_7.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	Since then, we have been fighting for the Silver Hand. 	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_A02LoreDialogs	DSilHand_A02_Fjol	Topic	PlayerDialogue	Custom	DSilHand_A02Fj_Topic01	FormID 02011A69	8	DSilHand_A_DSilHand_A02Fj__00011A69_8	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_A_DSilHand_A02Fj__00011A69_8.xwm	File Not Found		Can you tell me again how you and Krev joined the Silver Hands?	Can you tell me again how you and Krev joined the Silver Hands?	We have been hiring valiant warriors who hate werewolves and Daedra more than anything.	Happy 50			
