LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_TalkWithFjol	Topic	PlayerDialogue	Custom	DSilHand_S02TWF_Topic01	FormID 020591FC	2	DSilHand_S_DSilHand_S02TWF_000591FC_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_000591FC_2.xwm	File Not Found		Any new work to do?	Any new work to do?	Ancient artifacts related to the cult of Hircine and Lycanthropy.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_SecondTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_2T_Topic01	FormID 0205920D	1	DSilHand_S_DSilHand_S02_2T_0005920D_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_2T_0005920D_1.xwm	File Not Found		Where is the second totem?	Where is the second totem?	The second totem is called Totem of Brotherhood.  It resembles a simple drum. It must be inside Cragwallow Slope.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_FirstTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_1T_Topic01	FormID 02059207	1	DSilHand_S_DSilHand_S02_1T_00059207_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_1T_00059207_1.xwm	File Not Found		How the first totem looks like?	How the first totem looks like?	The first totem is called Totem of the Hunt. Reassemble a thigh bone. It must be hidden on Clearspring Cave.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_FindSecondTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_F2T_Topic01	FormID 02059210	1	DSilHand_S_DSilHand_S02_F2_00059210_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F2_00059210_1.xwm	File Not Found		A drum, it must be the Totem of Brotherhood...	A drum, it must be the Totem of Brotherhood...	Great job again my brother. We are doing well on this quest. It matches the totem description from the book.	Happy 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_FindSecondTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_F2T_Topic01	FormID 02059210	2	DSilHand_S_DSilHand_S02_F2_00059210_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F2_00059210_2.xwm	File Not Found		A drum, it must be the Totem of Brotherhood...	A drum, it must be the Totem of Brotherhood...	The third and last totem is at the Darklight Tower, and hold by Hagraven Witches.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_FindSecondTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_F2T_Topic01	FormID 02059210	3	DSilHand_S_DSilHand_S02_F2_00059210_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F2_00059210_3.xwm	File Not Found		A drum, it must be the Totem of Brotherhood...	A drum, it must be the Totem of Brotherhood...	It is a carved wolf skull with some feathers attached to it. It is called the Totem of Fear.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_AfterBurningTotems	Topic	PlayerDialogue	Custom	DSilHand_S02ABT_Topic01	FormID 02059219	1	DSilHand_S_DSilHand_S02ABT_00059219_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02ABT_00059219_1.xwm	File Not Found		It is done!	It is done!	Yes it is. Thanks, brother for your help. I hope this work is going to dim Hircine's influence over Skyrim in the next centuries to come.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_AfterBurningTotems	Topic	PlayerDialogue	Custom	DSilHand_S02ABT_Topic01	FormID 02059219	2	DSilHand_S_DSilHand_S02ABT_00059219_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02ABT_00059219_2.xwm	File Not Found		It is done!	It is done!	Take this sword as a token of my gratitude. Now, I'll go back to Driftshade. If you need me, you will find me there.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_FindThirdTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_F3T_Topic01	FormID 02059216	1	DSilHand_S_DSilHand_S02_F3_00059216_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F3_00059216_1.xwm	File Not Found		Here is the Totem of Fear.	Here is the Totem of Fear.	Great job! We managed to find all the totems. Now, we must burn them into the flame of the Harbinger inside Ysgramor tomb.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_S02IconoclasticRevenge	DSilHand_S02_ThirdTotem	Topic	PlayerDialogue	Custom	DSilHand_S02_3T_Topic01	FormID 02059213	1	DSilHand_S_DSilHand_S02_3T_00059213_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_3T_00059213_1.xwm	File Not Found		Where is the third totem?	Where is the third totem?	The last totem must be inside the Darklight Tower. It is called Totem of Fear and resembles a Wolf's carved skull.	Happy 50			
