LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00_HillaraR01	Topic	PlayerDialogue	Custom	DSilHand_R00HiR01_Topic03	FormID 02066455	1	DSilHand_R_DSilHand_R00HiR_00066455_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066455_1.xwm	File Not Found		Let's go right now.	Let's go right now.	Perfect, I'll mark its location on your map. What is your plan?	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00_HillaraR01	Topic	PlayerDialogue	Custom	DSilHand_R00HiR01_Topic02	FormID 02066453	1	DSilHand_R_DSilHand_R00HiR_00066453_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066453_1.xwm	File Not Found		I can't do it right now.	I can't do it right now.	All right. Come back when you are ready.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00_HillaraR01	Topic	PlayerDialogue	Custom	DSilHand_R00HiR01_Topic01	FormID 02066451	1	DSilHand_R_DSilHand_R00HiR_00066451_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066451_1.xwm	File Not Found		Any new contract or job?	Any new contract or job?	Yes. A werewolf is frighten some farmers. It has already attacked some animals and people. They have already spotted where the beast is hiding.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR04	Topic	PlayerDialogue	Custom	DSilHand_R00HiR04_Topic01	FormID 02066464	1	DSilHand_R_DSilHand_R00HiR_00066464_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066464_1.xwm	File Not Found		Any new contract or job?	Any new contract or job?	Yes. Some villagers reported to us they found a hiding place of a Glenmoril Witch.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR04	Topic	PlayerDialogue	Custom	DSilHand_R00HiR04_Topic01	FormID 02066464	2	DSilHand_R_DSilHand_R00HiR_00066464_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066464_2.xwm	File Not Found		Any new contract or job?	Any new contract or job?	She has been performing cruel blood rituals, and they have contacted us to finish her off.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00_SenaarR01	Topic	PlayerDialogue	Custom	DSilHand_R00SeR01_Topic06	FormID 0206597D	1	DSilHand_R_DSilHand_R00SeR_0006597D_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_0006597D_1.xwm	File Not Found		Prepare a group, and meet me outside.	Prepare a group, and meet me outside.	Ok. I'll meet you there.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00_SenaarR01	Topic	PlayerDialogue	Custom	DSilHand_R00SeR01_Topic05	FormID 0206597B	1	DSilHand_R_DSilHand_R00SeR_0006597B_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_0006597B_1.xwm	File Not Found		Let's do it together, right now!	Let's do it together, right now!	Let's go! Lead the way.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00_SenaarR01	Topic	PlayerDialogue	Custom	DSilHand_R00SeR01_Topic04	FormID 02065979	1	DSilHand_R_DSilHand_R00SeR_00065979_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065979_1.xwm	File Not Found		I'll solve this contract alone.	I'll solve this contract alone.	Ok. Just come to me when you finalized it, so we can reclaim the reward.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00_SenaarR01	Topic	PlayerDialogue	Custom	DSilHand_R00SeR01_Topic03	FormID 02065977	1	DSilHand_R_DSilHand_R00SeR_00065977_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065977_1.xwm	File Not Found		Let's go right now.	Let's go right now.	Perfect, I'll mark its location on your map. What is your plan?	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00_SenaarR01	Topic	PlayerDialogue	Custom	DSilHand_R00SeR01_Topic02	FormID 02065975	1	DSilHand_R_DSilHand_R00SeR_00065975_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065975_1.xwm	File Not Found		I can't do it right now.	I can't do it right now.	All right. Come back when you are ready.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00_SenaarR01	Topic	PlayerDialogue	Custom	DSilHand_R00SeR01_Topic01	FormID 02065973	1	DSilHand_R_DSilHand_R00SeR_00065973_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065973_1.xwm	File Not Found		Any new contract or job?	Any new contract or job?	Yes. A werewolf is frighten some farmers. It has already attacked some animals and people. They have already spotted where the beast is hiding.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00SenaarR02	Topic	PlayerDialogue	Custom	DSilHand_R00SeR02_Topic01	FormID 02065980	1	DSilHand_R_DSilHand_R00SeR_00065980_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065980_1.xwm	File Not Found		Any new contract or job?	Any new contract or job?	Yes. Some villagers have heard strange noises during the night.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00SenaarR02	Topic	PlayerDialogue	Custom	DSilHand_R00SeR02_Topic01	FormID 02065980	2	DSilHand_R_DSilHand_R00SeR_00065980_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065980_2.xwm	File Not Found		Any new contract or job?	Any new contract or job?	They are not sure of what kind of creature is responsible for that, but they fear it can be a werewolf, so they contract our services.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00SenaarR02	Topic	PlayerDialogue	Custom	DSilHand_R00SeR02_Topic01	FormID 02065980	3	DSilHand_R_DSilHand_R00SeR_00065980_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065980_3.xwm	File Not Found		Any new contract or job?	Any new contract or job?	And they promise to pay a good amount of gold if we finish off the creature.	Neutral 50			
FFFFFFFF	DSilHand_Senaar	DSilHand_Senaar	GetIsID == 1	KhajiitRace	MaleKhajiit	DSilHand_R00Controller	DSilHand_R00SenaarReward	Topic	PlayerDialogue	Custom	DSilHand_R00SeSR_Topic01	FormID 02065989	1	DSilHand_R_DSilHand_R00SeS_00065989_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeS_00065989_1.xwm	File Not Found		It's done!	It's done!	Yes, we did it! The men will take care of seeking the reward. Come back tomorrow and talk to me to take your share.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR02	Topic	PlayerDialogue	Custom	DSilHand_R00HiR02_Topic01	FormID 0206645E	1	DSilHand_R_DSilHand_R00HiR_0006645E_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645E_1.xwm	File Not Found		Any new contract or job?	Any new contract or job?	Yes. Some villagers have heard strange noises during the night.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR02	Topic	PlayerDialogue	Custom	DSilHand_R00HiR02_Topic01	FormID 0206645E	2	DSilHand_R_DSilHand_R00HiR_0006645E_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645E_2.xwm	File Not Found		Any new contract or job?	Any new contract or job?	They are not sure of what kind of creature is responsible for that, but they fear it can be a werewolf, so they contract our services.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR02	Topic	PlayerDialogue	Custom	DSilHand_R00HiR02_Topic01	FormID 0206645E	3	DSilHand_R_DSilHand_R00HiR_0006645E_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645E_3.xwm	File Not Found		Any new contract or job?	Any new contract or job?	And they promise to pay a good amount of gold if we finish off the creature.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR03	Topic	PlayerDialogue	Custom	DSilHand_R00HiR03_Topic01	FormID 02066461	1	DSilHand_R_DSilHand_R00HiR_00066461_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066461_1.xwm	File Not Found		Any new contract or job?	Any new contract or job?	Yes. An emissary from the jarl has contacted us. He said a group of bandits is causing some trouble.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR03	Topic	PlayerDialogue	Custom	DSilHand_R00HiR03_Topic01	FormID 02066461	2	DSilHand_R_DSilHand_R00HiR_00066461_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066461_2.xwm	File Not Found		Any new contract or job?	Any new contract or job?	They robbed some people and some cargo. One of their members is a werewolf.	Neutral 50			
FFFFFFFF	DSilHand_Hillara	DSilHand_Hillara	GetIsID == 1	WoodElfRace	FemaleEvenToned	DSilHand_R00Controller	DSilHand_R00HillaraR03	Topic	PlayerDialogue	Custom	DSilHand_R00HiR03_Topic01	FormID 02066461	3	DSilHand_R_DSilHand_R00HiR_00066461_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066461_3.xwm	File Not Found		Any new contract or job?	Any new contract or job?	They are going to pay a good amount of gold if we take care of the beast and the bandit leader.	Neutral 50			
