LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204844E	1	DSilHand_M80AssaultJor__0004844E_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004844E_1.xwm	File Not Found			...	I promise I will.	Neutral 50			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204844C	1	DSilHand_M80AssaultJor__0004844C_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__0004844C_1.xwm	File Not Found			...	Do whatever you want, but do not get attention, and be quick as possible. And do not spill any more blood.	Sad 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204844A	1	DSilHand_M80AssaultJor__0004844A_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004844A_1.xwm	File Not Found			...	We will Vignar. But I have a single request. We need to use the Skyforge before leaving...	Neutral 50			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048448	1	DSilHand_M80AssaultJor__00048448_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048448_1.xwm	File Not Found			...	I hope that too Fjol.	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048448	2	DSilHand_M80AssaultJor__00048448_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048448_2.xwm	File Not Found			...	So that's it. You need to leave as soon as possible...	Sad 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048446	1	DSilHand_M80AssaultJor__00048446_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_1.xwm	File Not Found			...	Actually, I did not want to come back either. After so many years in the wilds, I get used to it.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048446	2	DSilHand_M80AssaultJor__00048446_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_2.xwm	File Not Found			...	The silence and the solitude of the northern wilds and winds are part of me now.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048446	3	DSilHand_M80AssaultJor__00048446_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_3.xwm	File Not Found			...	The vengeance has been made, the cursed blood is no more, and the pride of Ysgramor is restored.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048446	4	DSilHand_M80AssaultJor__00048446_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_4.xwm	File Not Found			...	It cost the blood of many generations, and the wounds are deep. I hope someday they will be closed.	Neutral 50			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	1	DSilHand_M80AssaultJor__00048444_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_1.xwm	File Not Found			...	So it happened... Krev is dead too... 	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	2	DSilHand_M80AssaultJor__00048444_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_2.xwm	File Not Found			...	It has passed a long time since we were young. 	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	3	DSilHand_M80AssaultJor__00048444_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_3.xwm	File Not Found			...	We all: I, Kodlack, Krev, and you were great friends...	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	4	DSilHand_M80AssaultJor__00048444_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_4.xwm	File Not Found			...	We fought together many times... But Krev and you decided to follow the dissidents' path.	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	5	DSilHand_M80AssaultJor__00048444_5	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_5.xwm	File Not Found			...	Kodlack and I decide to stay.	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	6	DSilHand_M80AssaultJor__00048444_6	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_6.xwm	File Not Found			...	He decided to join the Circle. He thought it was the right thing to do.	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	7	DSilHand_M80AssaultJor__00048444_7	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_7.xwm	File Not Found			...	You know... Kodlak was searching for a cure. I think he was feeling this very day was coming...	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	8	DSilHand_M80AssaultJor__00048444_8	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_8.xwm	File Not Found			...	It was only a matter of time.	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	9	DSilHand_M80AssaultJor__00048444_9	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_9.xwm	File Not Found			...	I will not perpetuate this bloodshed anymore. As the elder Companion member, I offer you a peace agreement.	Sad 70			
FFFFFFFF	DSilHand_VignarGrayMane	DSilHand_VignarGrayMane	GetIsID == 1	ElderRace	MaleOldGrumpy	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02048444	10	DSilHand_M80AssaultJor__00048444_10	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_10.xwm	File Not Found			...	No more cursed blood among the Companion, no more fight among us and the dissidents. But I have two conditions.	Sad 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047EDF	1	DSilHand_M80AssaultJor__00047EDF_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047EDF_1.xwm	File Not Found			...	Yes, we did it Vignar. We cleaned the Circle from the Hircine Curse. Now the Companions are free from Lycanthropy, and we vanged Krev's death.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204797A	1	DSilHand_M80AssaultJor__0004797A_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004797A_1.xwm	File Not Found			...	Fjol... as I see, I was not quick enough... I knew it was coming to this one day.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047975	1	DSilHand_M80AssaultJor__00047975_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047975_1.xwm	File Not Found			...	Brothers, put down your weapons!! The Companions are not our enemies!	Happy 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	1	DSilHand_M80AssaultJor__00047411_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_1.xwm	File Not Found			..	Brothers, put down your weapons!!	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	2	DSilHand_M80AssaultJor__00047411_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_2.xwm	File Not Found			..	The Companions are not our enemies. They are our Brothers in blood. A long time ago we all were the same group! 	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	3	DSilHand_M80AssaultJor__00047411_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_3.xwm	File Not Found			..	But we, the Silver Hand, did not accept this Werewolf abomination you all are seeing now!	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	4	DSilHand_M80AssaultJor__00047411_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_4.xwm	File Not Found			..	This is a curse  brought by the Witches Glenmoril into the heart of the Companions. 	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	5	DSilHand_M80AssaultJor__00047411_5	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_5.xwm	File Not Found			..	Since then, it was perpetrated by daedric rituals of blood devoted to Hircine.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	6	DSilHand_M80AssaultJor__00047411_6	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_6.xwm	File Not Found			..	We split into two separated groups, and we have been fighting for centuries. 	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02047411	7	DSilHand_M80AssaultJor__00047411_7	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_7.xwm	File Not Found			..	But now, the Circle was defeated and Companions are free from the Daedric curse! It's time to rejoin again!	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204591E	1	DSilHand_M80AssaultJor__0004591E_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_1.xwm	File Not Found			...	Brothers and sisters. Today is a great day that will be remembered through the ages.	Happy 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204591E	2	DSilHand_M80AssaultJor__0004591E_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_2.xwm	File Not Found			...	Bards will sing songs calling our names, in memory  of what we did today. 	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204591E	3	DSilHand_M80AssaultJor__0004591E_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_3.xwm	File Not Found			...	On the very same day, we freed Skyrim's heart from the foul Hircine influence, and reassembled the ancient axe: Wuuthrad.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 0204591E	4	DSilHand_M80AssaultJor__0004591E_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_4.xwm	File Not Found			...	Today Ysgramor's honor over this land is finally restored!	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 020453AD	1	DSilHand_M80AssaultJor__000453AD_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__000453AD_1.xwm	File Not Found			...	Brothers, we managed to find the last fragment. Follow me to the Skyforge!	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	--	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02042853	1	DSilHand_M80AssaultJor__00042853_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00042853_1.xwm	File Not Found			...	Here we are brothers, this will be the end for them.	Anger 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	--	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02042853	2	DSilHand_M80AssaultJor__00042853_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00042853_2.xwm	File Not Found			...	I hope you're hungry!	Anger 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	--	NordRace	MaleEvenTonedAccented	DSilHand_M80AssaultJor	(none)	Scene	SceneDialogue	Custom		FormID 02042853	3	DSilHand_M80AssaultJor__00042853_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00042853_3.xwm	File Not Found			...	Today, let's eat roast dog meat on Skyforge!	Anger 50			
